Author_Name,Title,Elapsed_Time,Num_Comments,Number_of_Upvotes,Author_Tier,Author_Discussion_Tier,Num_Followers,Discussion_Golds,Discussion_Silvers,Discussion_Bronzes,Current_Discussion_Rank,Highest_Discussion_Rank,Discussion_link
Leonardo Henrique,How to master Data Visualization in R,3 years,11,9,Expert,Contributor,37,31,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/107345
Marco Vasquez E,✔️ Awesome Machine Learning Interpretability💯,3 years,6,9,Master,Expert,268,348,8,8,707,78,https://www.kaggle.com/getting-started/107786
Raebal MACHA ALGHAZALAT,Data Analysis free courses from Udacity,2 years,12,9,Contributor,Contributor,1,4,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/109140
Todd T. Hunt,What are the Rules for Using Public Notebooks / Kernels?,2 years,3,9,Novice,Novice,0,1,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/109655
Parul Pandey,How to Read Research papers by Andrew Ng,2 years,3,8,Grandmaster,Expert,3617,149,27,9,361,146,https://www.kaggle.com/getting-started/110274
Vijay Gupta,Tricks for Matplotlib!!,2 years,12,9,Expert,Expert,14,58,6,2,1924,254,https://www.kaggle.com/getting-started/110973
cyberia,R vs Python for Data Science,2 years,9,9,Master,Master,101,174,36,24,381,32,https://www.kaggle.com/getting-started/111287
Parul Pandey,Hacktoberfest : Contribute to Open-Source Projects,2 years,2,9,Grandmaster,Expert,3617,149,27,9,361,146,https://www.kaggle.com/getting-started/112916
cyberia,Best site for XGBoost and LightGBM params,2 years,5,9,Master,Master,101,174,36,24,381,32,https://www.kaggle.com/getting-started/113005
Parul Pandey,Getting started with Bokeh Visualisation Library,2 years,1,9,Grandmaster,Expert,3617,149,27,9,361,146,https://www.kaggle.com/getting-started/113637
Raju Kumar Mishra,7 Jupyter notebooks of Heuristic search techniques in artificial intelligence,2 years,3,9,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/114295
ted pottel,Can I make a copy of a nootbook?,2 years,6,9,Novice,Novice,1,2,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/115296
Shahules,Easy trick to ensure your csv contains desired dtypes.,2 years,2,9,Grandmaster,Master,486,410,29,23,188,60,https://www.kaggle.com/getting-started/117256
Ouassim Adnane,Pandas 🐼 Tricks #️20# 3 ways to convert one set of values to another,2 years,2,9,Master,Master,260,262,38,23,412,50,https://www.kaggle.com/getting-started/117267
Saurav Anand,Probability for Data Science,2 years,1,9,Master,Expert,316,410,14,6,402,97,https://www.kaggle.com/getting-started/117698
Saurav Anand,Data Analysis CheatSheet,2 years,2,9,Master,Expert,316,410,14,6,402,97,https://www.kaggle.com/getting-started/117864
Ouassim Adnane,Top 10 Machine Learning Algorithms for Data Science [PDF],2 years,7,9,Master,Master,260,262,38,23,412,50,https://www.kaggle.com/getting-started/119886
Mohammed Tayor,7 Data Science & Machine Learning Cheat Sheets in One Place [PDF],2 years,4,9,Expert,Expert,48,203,10,9,794,85,https://www.kaggle.com/getting-started/120091
Saurav Anand,Tableau Cheet Sheet,2 years,4,9,Master,Expert,316,410,14,6,402,97,https://www.kaggle.com/getting-started/120226
Mahmoud El Fahl,What are your favorite books to be a Hero in Data Science ?,2 years,8,9,Expert,Expert,16,61,1,0,2101,441,https://www.kaggle.com/getting-started/120522
Fares Sayah,🥇How to win🎉 Data Science💻 Competition🏆,2 years,1,9,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/120792
Fares Sayah,"Andrew Ng Book: Machine Learning Yearning, ""Technical strategy for AI engineers, In the era of deep learning""",2 years,1,9,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/121327
Fares Sayah,📅30 days of Data Science Interview👔Preparation - Day 8,2 years,4,9,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/121671
Fares Sayah,📅30 days of Data Science Interview👔Preparation - Day 20,2 years,3,9,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/122895
Fares Sayah,📅30 days of Data Science Interview👔Preparation - Day 25,2 years,4,9,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/123425
Ouassim Adnane,Sketch 2 Code Transform any hands-drawn design into a HTML code with AI,2 years,2,9,Master,Master,260,262,38,23,412,50,https://www.kaggle.com/getting-started/123905
Fares Sayah,🎓Universities Classification using K Means Clustering🏢|Private vs Public,2 years,3,9,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/124408
Fares Sayah,🤖Learning Apache Spark with Python📈Book📔,2 years,4,9,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/124409
amar jeet kushwaha,Lecture for Pandas,2 years,5,9,Contributor,Contributor,7,13,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/124522
Fares Sayah,Exploratory Data Analysis (EDA) Tutorial Using `Emergency - 911 Calls` Dataset,2 years,4,9,Master,Expert,900,254,18,11,463,68,https://www.kaggle.com/getting-started/125198
Raju Kumar Mishra,9 excellent freely available Python books,2 years,4,9,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/125679
voru588,Tutorial Time Series Analysis with Pandas,2 years,9,9,Expert,Expert,129,105,11,5,861,113,https://www.kaggle.com/getting-started/125745
Rohan Mahajan,Getting Started with NLP - Topics & Links,2 years,8,8,Expert,Expert,3,58,1,0,2155,448,https://www.kaggle.com/getting-started/127024
Parul Pandey,In conversation with Sudalai Rajkumar: A Kaggle Double Grandmaster and a Data Scientist.,2 years,4,9,Grandmaster,Expert,3617,149,27,9,361,146,https://www.kaggle.com/getting-started/127472
Raju Kumar Mishra,ExCeLlEnT Set of materials for linear regression in Python,2 years,2,9,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/127605
Saurav Anand,Machine learning Architecture,2 years,4,8,Master,Expert,316,410,14,6,402,97,https://www.kaggle.com/getting-started/127655
Ouassim Adnane,The Big NLP Database,2 years,12,8,Master,Master,260,262,38,23,412,50,https://www.kaggle.com/getting-started/127927
Mohammed Tayor,12 Comprehensive Articles about Bayesian Methods and Networks,2 years,9,8,Expert,Expert,48,203,10,9,794,85,https://www.kaggle.com/getting-started/128383
Raj,"CheatSheets 2020 - AI, ML, Deep Learning and Statistics",2 years,7,9,Expert,Expert,21,59,3,0,2001,492,https://www.kaggle.com/getting-started/128400
Prashant Banerjee,Explain model predictions with LIME,2 years,1,9,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/130294
voru588,Free books and courses for ML - Calculus,2 years,9,9,Expert,Expert,129,105,11,5,861,113,https://www.kaggle.com/getting-started/131311
NoLogic,Information Extraction from Receipts with Graph Convolutional Networks,2 years,10,9,Expert,Expert,85,560,9,0,571,57,https://www.kaggle.com/getting-started/131852
Raju Kumar Mishra,Excellent collection of notebooks to learn PyTorch,2 years,3,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/132580
Avishake_Dutta,Hypothesis Testing.,2 years,5,9,Contributor,Contributor,3,3,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/133971
CSD,Matplotlib - Cheat Sheet,2 years,4,9,Expert,Expert,23,96,5,0,1622,356,https://www.kaggle.com/getting-started/135866
Raju Kumar Mishra,An excellent book on time series with R,2 years,2,9,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/141088
Oleg Vostrikov,Trouble with the Permutation Importance Exercise,2 years,13,9,Contributor,Contributor,0,1,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/142007
Raju Kumar Mishra,A new Python library for Machine learning : PyCaret,2 years,13,9,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/144247
Vivek_anandh,Data Science | Coursera,2 years,10,9,Contributor,Contributor,8,19,4,1,Unranked,Unranked,https://www.kaggle.com/getting-started/147558
Mohammad Reza Ghari,Let's get all the votes!,2 years,8,9,Expert,Expert,130,124,3,5,1052,188,https://www.kaggle.com/getting-started/148357
Hritik Gupta,Data Cleaning techniques with Numpy and Pandas,2 years,14,9,Contributor,Contributor,12,32,3,0,Unranked,Unranked,https://www.kaggle.com/getting-started/148488
Firat Gonen,"Google's fast-paced, practical introduction to ML",2 years,16,9,Grandmaster,Grandmaster,2372,679,21,57,155,11,https://www.kaggle.com/getting-started/149242
Siraz Naorem,50 Beginner Python Tricks with help of John Wick's! ✏️,2 years,11,9,Expert,Expert,24,153,7,1,1011,169,https://www.kaggle.com/getting-started/149745
Abdellatif Ouboussekssou,How to Clean the data from the outliers to make better accuracy in the prediction,2 years,26,9,Expert,Expert,2,50,1,2,1899,698,https://www.kaggle.com/getting-started/149761
Mohammad Essam,Computer Vision to Kaggle Learn,2 years,8,8,Expert,Expert,96,202,20,3,428,116,https://www.kaggle.com/getting-started/151992
Mustafa BUDAK,New Python Feature,2 years,10,9,Contributor,Contributor,7,15,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/153948
CHANDAN,Machine Learning Mindmap,2 years,5,10,Expert,Expert,19,137,11,2,854,156,https://www.kaggle.com/getting-started/154625
BryanB,Paper: AI turns your drawings into realistic portraits 🎨,2 years,4,9,Master,Expert,206,113,12,2,672,324,https://www.kaggle.com/getting-started/157155
Sanyam Bhutani,AMA Interview with Megan Risdal | CTDS.Show,2 years,0,9,Master,Master,725,371,46,49,39,39,https://www.kaggle.com/getting-started/159841
Shaz,Deep Learning after the Kaggle course,2 years,12,9,Contributor,Contributor,5,45,2,0,Unranked,Unranked,https://www.kaggle.com/getting-started/159972
Mohammad Essam,Data Visualization Cheatsheet,2 years,7,9,Expert,Expert,96,202,20,3,428,116,https://www.kaggle.com/getting-started/160583
Fedi Ben Messaoud,How to Start with R and Data Science,2 years,2,9,Expert,Expert,93,86,6,1,1442,358,https://www.kaggle.com/getting-started/160719
Pranav Anand,Support Vector Machines Algorithm Cheatsheet,2 years,14,9,Expert,Expert,54,94,8,3,772,155,https://www.kaggle.com/getting-started/161325
Bhushan Kapkar,Pandas Vs Pyspark (Code Comparison),2 years,11,9,Expert,Expert,37,136,5,4,965,195,https://www.kaggle.com/getting-started/161411
Fedi Ben Messaoud,Statistics Cheat Sheet,2 years,6,9,Expert,Expert,93,86,6,1,1442,358,https://www.kaggle.com/getting-started/161412
Fedi Ben Messaoud,Web Scraping : Scrapy vs BeautifulSoup,2 years,4,9,Expert,Expert,93,86,6,1,1442,358,https://www.kaggle.com/getting-started/161893
Ashadullah Shawon,Vehicle Detection from Road Traffic Videos by PixelLib,2 years,9,9,Expert,Contributor,97,23,2,0,Unranked,Unranked,https://www.kaggle.com/getting-started/163599
Vishnu Varthan Rao,Flask Tutorial Resources,2 years,9,9,Expert,Contributor,24,22,3,0,Unranked,Unranked,https://www.kaggle.com/getting-started/163948
Dharini R,Complete ML for beginners,2 years,5,9,Expert,Expert,9,91,4,0,1607,395,https://www.kaggle.com/getting-started/166681
Ramesh Babu Gonegandla,Top 5 Stock Market Datasets for Machine Learning,2 years,3,9,Expert,Expert,79,265,0,0,789,196,https://www.kaggle.com/getting-started/167685
Shafay,Machine Learning Interview Questions,2 years,14,9,Contributor,Contributor,6,11,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/168222
Jai Ganesh Nagidi,pycaret tutorial | beginners,2 years,15,9,Expert,Expert,24,82,4,0,1624,439,https://www.kaggle.com/getting-started/168875
Ayush Pandey,EDA using Sweet Viz,2 years,10,9,Expert,Contributor,16,14,3,0,Unranked,Unranked,https://www.kaggle.com/getting-started/170474
Aditta Das Nishad,Convolution neural network(cnn very basic),2 years,17,9,Master,Expert,85,85,1,0,1517,812,https://www.kaggle.com/getting-started/171198
Taha07,Jupyter Notebook Tips & Tricks ✌️,2 years,19,9,Expert,Expert,69,85,2,0,1653,564,https://www.kaggle.com/getting-started/171674
Ayush Pandey,Data Augmentation - CNN(Keras),2 years,11,9,Expert,Contributor,16,14,3,0,Unranked,Unranked,https://www.kaggle.com/getting-started/173719
Mohammad Essam,MySQL Vs NoSQL,2 years,8,9,Expert,Expert,96,202,20,3,428,116,https://www.kaggle.com/getting-started/173731
Ruchi Bhatia,MediaPipe Iris: Real-time Iris Tracking and Depth Estimation,2 years,2,9,Grandmaster,Master,3059,327,37,25,113,44,https://www.kaggle.com/getting-started/173998
Ruchi Bhatia,How to approach a ML problem 101,2 years,4,9,Grandmaster,Master,3059,327,37,25,113,44,https://www.kaggle.com/getting-started/174088
Deepak Deepu,🎨 The MosAIc Algorithm From Microsoft developers,2 years,2,9,Master,Expert,105,94,8,3,1186,344,https://www.kaggle.com/getting-started/174225
Pranav Anand,"Machine Learning University By Amazon [CV, NLP and Much More]",2 years,12,8,Expert,Expert,54,94,8,3,772,155,https://www.kaggle.com/getting-started/175565
Ruchi Bhatia,Housing Prices in Metropolitan Areas of India,2 years,3,9,Grandmaster,Master,3059,327,37,25,113,44,https://www.kaggle.com/getting-started/177749
Ruchi Bhatia,Tableau EDA in Kaggle notebooks!,2 years,10,9,Grandmaster,Master,3059,327,37,25,113,44,https://www.kaggle.com/getting-started/178123
Ruchi Bhatia,Housing Prices Prediction for Metropolitan Areas of India,2 years,7,9,Grandmaster,Master,3059,327,37,25,113,44,https://www.kaggle.com/getting-started/178417
Robofiedai,Online Learning vs Offline Learning,2 years,0,9,Expert,Expert,8,63,2,0,1480,526,https://www.kaggle.com/getting-started/179176
Jai Ganesh Nagidi,type I & type II error,2 years,12,9,Expert,Expert,24,82,4,0,1624,439,https://www.kaggle.com/getting-started/180954
JIL KOTHARI,The Quick R Cheatbook,2 years,4,9,Expert,Expert,64,59,2,4,1358,385,https://www.kaggle.com/getting-started/180959
V.Prasanna Kumar,Steps to be followed to implement a data science project,2 years,7,9,Expert,Expert,74,99,3,3,894,282,https://www.kaggle.com/getting-started/181291
Mohammad Essam,"Data Science , Big Data & Data Analysis",a year,7,9,Expert,Expert,96,202,20,3,428,116,https://www.kaggle.com/getting-started/182342
Anubhav Sinha,Advice from a beginner to beginners,a year,20,9,Expert,Expert,13,59,1,0,1970,787,https://www.kaggle.com/getting-started/182905
shivan kumar,Underfitting and Overfitting,a year,7,9,Master,Expert,335,186,18,8,493,101,https://www.kaggle.com/getting-started/183376
Aayush Jain,Became a Notebooks Expert - Thank you Everyone.,a year,16,9,Expert,Expert,50,149,7,5,645,200,https://www.kaggle.com/getting-started/183772
Mustafa Fatakdawala,Type 1 vs Type 2 Error,a year,6,8,Expert,Expert,47,93,7,0,1295,371,https://www.kaggle.com/getting-started/186351
Gokul Prakash P,Decision trees and Random Forest - Complete Guide,a year,12,8,Master,Expert,71,136,1,1,1081,284,https://www.kaggle.com/getting-started/186457
Mustafa Fatakdawala,Correlation : Pearson v/s Spearman,a year,3,9,Expert,Expert,47,93,7,0,1295,371,https://www.kaggle.com/getting-started/186658
Daniel Dietzsch,Understanding AUC - ROC Curve,a year,6,9,Expert,Expert,14,50,1,0,1999,860,https://www.kaggle.com/getting-started/189024
Hunzala Shakeel,Precision Recall Trade off,a year,6,9,Contributor,Contributor,0,10,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/189672
Maneesh,Top 10 for your career!,a year,11,9,Expert,Expert,12,124,3,0,1042,395,https://www.kaggle.com/getting-started/189974
Lokesh Rathi,"In Kmeans and KNN algorithms, why do we use Euclidean Distance over Manhattan Distance?",a year,3,9,Expert,Expert,33,53,3,1,1577,656,https://www.kaggle.com/getting-started/190435
Anany Sharma,Regularization Techniques in Deep Learning!🔥💥,a year,12,9,Expert,Contributor,20,38,2,3,Unranked,Unranked,https://www.kaggle.com/getting-started/191628
Rishi Damarla,Tesla Stock Prediction using Linear Regression,a year,10,9,Expert,Expert,97,472,14,0,251,91,https://www.kaggle.com/getting-started/198749
Anirudh Singh Chauhan,What is Principle Component Analysis-PCA?,a year,19,9,Expert,Expert,14,87,1,0,1316,832,https://www.kaggle.com/getting-started/200978
Priyanka Sachdeva,Becoming a data scientist!,a year,25,9,Contributor,Contributor,7,15,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/205396
salah sammari,+30 Data Science Projects To Boost Your Knowledge and Skills + solution,a year,9,9,Master,Expert,151,52,3,1,1396,928,https://www.kaggle.com/getting-started/207019
Sripaad Srinivasan,Learn more about data visualizations📊📈 (and how to create your own)💪,a year,14,9,Expert,Contributor,18,41,2,0,Unranked,Unranked,https://www.kaggle.com/getting-started/208086
Abheeshth Mishra,SVM Part-1(Geometrical Intuition Behind SVM),a year,13,9,Master,Expert,120,128,8,15,446,206,https://www.kaggle.com/getting-started/208932
Ben Gorman,"I just released my course on NumPy, for free.",a year,7,9,Master,Expert,188,48,12,1,2144,52,https://www.kaggle.com/getting-started/212980
Mohamed Hany,Brief Easy difference between Machine Learning and Deep Learning,a year,4,9,Master,Master,123,580,35,17,60,43,https://www.kaggle.com/getting-started/213216
Mohamed Hany,Do you like Computer Vision (A Brief intro),a year,5,9,Master,Master,123,580,35,17,60,43,https://www.kaggle.com/getting-started/213221
Pashupati Gupta,How do I improve a multi-class text classification model?,a year,14,9,Expert,Expert,22,57,4,1,1312,692,https://www.kaggle.com/getting-started/220493
Rishi Damarla,Polynomial Regression,a year,1,9,Expert,Expert,97,472,14,0,251,91,https://www.kaggle.com/getting-started/228820
KritiDoneria,"Difference between common algorithms, asked in interviews",a year,22,9,Master,Master,254,644,39,32,21,16,https://www.kaggle.com/getting-started/231515
Asha Gutlapalli,💯 Data Science Tips! ❤,a year,11,9,Expert,Expert,60,76,1,1,1163,612,https://www.kaggle.com/getting-started/233307
Naman Manchanda,PyTorch comprehensive tutorial,10 months,26,9,Master,Expert,82,143,1,1,744,383,https://www.kaggle.com/getting-started/239086
Rishi Damarla,KMeans Clustering Tutorial,9 months,2,9,Expert,Expert,97,472,14,0,251,91,https://www.kaggle.com/getting-started/242558
Berkay Alan,Matplotlib for Beginners💯✔️,8 months,10,9,Expert,Expert,202,266,35,10,103,88,https://www.kaggle.com/getting-started/250184
Parul Pandey,What does it take to win a Kaggle competition? Let’s hear it from the winner himself. 🥇,8 months,11,9,Grandmaster,Expert,3617,149,27,9,361,146,https://www.kaggle.com/getting-started/250509
vardhan SIRAMDASU,Deep learning with PyTorch,8 months,9,9,Expert,Expert,36,178,6,7,223,166,https://www.kaggle.com/getting-started/254655
Yogita Darade,Ensemble Techniques & Hyper Parameter tuning- Resources,7 months,21,9,Master,Expert,189,178,3,1,531,338,https://www.kaggle.com/getting-started/256303
Manthan Bhagat,Reinforcement Learning Resources,7 months,37,9,Contributor,Contributor,10,16,1,1,Unranked,Unranked,https://www.kaggle.com/getting-started/264869
Mohamed Hany,10 Advantages for using Kaggle,6 months,5,9,Master,Master,123,580,35,17,60,43,https://www.kaggle.com/getting-started/270972
Raman Jha,10 Remote 2021/2022 Data Science and Machine Learning Internships You Should Apply to If You’re a Student,6 months,11,9,Expert,Expert,7,48,6,2,785,599,https://www.kaggle.com/getting-started/272494
Mohamed Hany,What the future is expected to bring in Data Science?,6 months,4,9,Master,Master,123,580,35,17,60,43,https://www.kaggle.com/getting-started/273302
Mohamed Hany,TOP 10 YOUTUBE CHANNELS OFFERING FREE DATA SCIENCE LEARNING,5 months,2,9,Master,Master,123,580,35,17,60,43,https://www.kaggle.com/getting-started/274191
Hamdalla F. Kareem,What are Recommender Systems?,5 months,4,9,Master,Expert,31,56,9,3,499,354,https://www.kaggle.com/getting-started/275584
Raman Jha,What is a Cost Function?,5 months,9,8,Expert,Expert,7,48,6,2,785,599,https://www.kaggle.com/getting-started/276644
Fahad Mehfooz,Label Encoding Vs One hot encoding?,5 months,4,9,Grandmaster,Expert,424,231,1,0,504,382,https://www.kaggle.com/getting-started/276880
Mohamed Hany,9 Best Machine Learning Cources 2022,5 months,3,9,Master,Master,123,580,35,17,60,43,https://www.kaggle.com/getting-started/277174
Mansi Sharma,what is random state & why is it used? why is it set to 42 always ?,4 months,7,9,Contributor,Contributor,5,7,4,1,Unranked,Unranked,https://www.kaggle.com/getting-started/281291
Pranjal Verma,🔴Resources of the Week : #25,4 months,4,9,Master,Master,137,223,29,32,99,58,https://www.kaggle.com/getting-started/286673
Jehan Bhathena,"Website to practice Docker,Kubernetes,Git,Python and Tensorflow",4 months,11,9,Expert,Expert,23,47,2,7,479,389,https://www.kaggle.com/getting-started/287613
lastsunset,Useful links for getting started in Computer Vision,3 months,7,9,Expert,Contributor,7,0,1,1,Unranked,Unranked,https://www.kaggle.com/getting-started/291679
Jason Lindsey,How good is the Google Analytics course on Coursera for a new career?,2 months,18,9,Novice,Novice,0,1,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/297835
Minhajul Hoque,Best tip for Notebooks 💯💯💯,a month,21,9,Expert,Expert,17,137,7,1,399,398,https://www.kaggle.com/getting-started/303517
Andrej Marinchenko,Triple expert!,a month,38,9,Expert,Expert,117,167,9,14,102,102,https://www.kaggle.com/getting-started/304514
Vivo Vinco,🔥 3x Kaggle Expert 🔥,a month,26,9,Expert,Expert,15,61,3,0,739,733,https://www.kaggle.com/getting-started/305320
Andrej Marinchenko,I became Quadruple Expert Today,a month,30,9,Expert,Expert,117,167,9,14,102,102,https://www.kaggle.com/getting-started/305966
Suman Dey,How To's #1: NumPy ✔️,20 days,7,9,Expert,Expert,70,434,9,9,139,65,https://www.kaggle.com/getting-started/308523
Kunal,Data Science Learning path on Python,7 years,1,8,Contributor,Contributor,2,1,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/11518
David Thaler,For those trying to get started in R...,5 years,10,8,Grandmaster,Expert,223,99,9,10,2343,57,https://www.kaggle.com/getting-started/23713
AnuSharma,"Twitter dataset with #sarcasm,#irony",5 years,5,8,Novice,Novice,1,0,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/27689
Bishal Lakha,Best Online Course for wanna-be Data Scientist,5 years,12,8,Contributor,Contributor,1,6,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/31391
chmodSSS,Private notebooks when working on competitions..,5 years,5,8,Contributor,Contributor,2,2,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/32656
G.D.Dilum Chamantha,Advise for Autism Research releated research,5 years,3,8,Novice,Novice,1,1,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/38755
AJ Goldstein,Accelerate Your Learning,4 years,9,8,Novice,Novice,3,6,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/40773
Sarai Duek,What does the dots under the profile picture mean?,4 years,8,7,Contributor,Contributor,2,2,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/42806
yulia,will doing the kaggle competitions get expensive?,4 years,8,8,Contributor,Contributor,101,44,3,2,Unranked,Unranked,https://www.kaggle.com/getting-started/46115
Alex Tomsky,A list of 230 ML/AI conferences,4 years,6,8,Novice,Novice,0,0,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/48059
PyUser,Run All Above/Below,4 years,21,8,Novice,Novice,0,4,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/49880
Aditya Arora,Can someone suggest me some fast paced NLP tutorials/kernels/competitions that can teach an amateur from scratch?,4 years,19,8,Contributor,Contributor,3,16,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/51632
Lathwal,SQL for Data Science : Begineer Guide,4 years,5,8,Master,Expert,615,131,4,4,2184,62,https://www.kaggle.com/getting-started/55241
Victor,Python Challenge Day 7 Q4,4 years,13,8,Contributor,Contributor,1,1,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/59121
Shimaa Taha,Complete beginner in Machine learning process,4 years,23,8,Novice,Novice,1,2,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/61306
Wael Dahech,Most efficient MOOC or place to begin with data science,3 years,13,8,Contributor,Contributor,1,37,1,1,Unranked,Unranked,https://www.kaggle.com/getting-started/73285
richarde,How to approach the leaderboard,3 years,4,8,Expert,Expert,15,68,2,0,2251,177,https://www.kaggle.com/getting-started/73593
Pazuzu,Learn feature engineering,3 years,19,7,Novice,Novice,3,11,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/75968
Ouassim Adnane,🐘🐘 List of Big Data Technologies Cheats Sheets 🐘🐘,3 years,3,8,Master,Master,260,262,38,23,413,50,https://www.kaggle.com/getting-started/82265
Ouassim Adnane,💡💡 Jobs in Data science [Comparison ],3 years,13,8,Master,Master,260,262,38,23,413,50,https://www.kaggle.com/getting-started/83758
Peiyan Yang,Kaggle Black Jack 43.4% (21717 out of 50000),3 years,9,8,Novice,Novice,0,2,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/91001
Srihari Pramod,R vs Python Cheatsheet,3 years,16,8,Expert,Expert,48,127,2,2,1920,172,https://www.kaggle.com/getting-started/91210
Diana Pshenokova,A beginner's guide to Artificial Intelligence / Machine Learning,3 years,11,8,Contributor,Contributor,3,18,2,0,Unranked,Unranked,https://www.kaggle.com/getting-started/92502
Kushal Bhavsar,How to Handle & Understand Titanic🚢 Dataset and achieve a 80% accuracy,3 years,3,8,Expert,Expert,167,86,2,5,1699,181,https://www.kaggle.com/getting-started/93461
Lode Star,"Not Clear: How to submit the ""Machine Learning Competitions"" example to a competition",3 years,28,8,Novice,Novice,0,4,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/94483
Nanashi,Free New Book by Andrew Ng: Machine Learning Yearning,3 years,1,7,Grandmaster,Grandmaster,1535,572,77,71,61,6,https://www.kaggle.com/getting-started/95074
Nicolas H,154 Types of data visualization and their usage,3 years,19,8,Expert,Expert,31,85,5,0,2096,233,https://www.kaggle.com/getting-started/96207
Nanashi,📘 Deep Blueberry Book: Deep Learning Introduction,3 years,2,8,Grandmaster,Grandmaster,1535,572,77,71,61,6,https://www.kaggle.com/getting-started/96341
P_R_Mohanty,Comprehensive Machine Learning Dictionary from Google,3 years,13,8,Expert,Expert,57,198,8,2,1370,89,https://www.kaggle.com/getting-started/96552
Raju Kumar Mishra,Data science words for interviews,3 years,2,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/96790
ratan rohith,Data Science vs Big Data vs Data Analytics,3 years,14,8,Master,Expert,130,241,3,1,1224,142,https://www.kaggle.com/getting-started/97164
ratan rohith,"The What, Where and How of Data Science!",3 years,16,8,Master,Expert,130,241,3,1,1224,142,https://www.kaggle.com/getting-started/98549
Raju Kumar Mishra,Pytorch pre trained BERT in a Jupyter Notebook,3 years,2,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/98682
Raju Kumar Mishra,Set of MCQ on data visualization with Python,3 years,1,8,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/99109
Abhishek Sharma,Order matters in Group by.,3 years,18,8,Contributor,Contributor,7,24,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/100307
Sreeram Venkitesh,Getting started with ML and Data Science- 4 week plan,3 years,5,8,Contributor,Contributor,11,5,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/101025
Nitesh Yadav,Basic Cross Validation - Visualization,3 years,6,8,Expert,Expert,29,90,2,1,2038,234,https://www.kaggle.com/getting-started/103794
Shahules,The Deep learning tool that powers self driving cars !,3 years,9,8,Grandmaster,Master,486,410,29,23,188,60,https://www.kaggle.com/getting-started/104082
JasonX,Interesting Machine Learning Tools,3 years,4,8,Expert,Expert,45,137,28,7,661,121,https://www.kaggle.com/getting-started/104877
Lalith,Highly recommended 10 steps to be a Data Scientist,3 years,5,8,Contributor,Contributor,3,7,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/105308
Lalith,Feature Selection with sklearn and Pandas,3 years,1,8,Contributor,Contributor,3,7,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/105749
